Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food, BY TYPE: Tiles, Buildings, Districts, Population, Outg
65, CIVILIZATION_EGYPT, 3, 8, 7, 8, 8, 0, 0, 1, 29, 3, 128, 378, 8, 7, 14, 10, 21, 23, 29, 14, 1, 7, 2, 0
65, CIVILIZATION_KONGO, 2, 5, 8, 6, 2, 0, 0, 0, 21, 2, 100, 64, 10, 7, 6, 2, 17, 15, 21, 14, 1, 4, 0, 0
65, CIVILIZATION_AZTEC, 2, 4, 8, 3, 2, 0, 0, 0, 19, 0, 72, 7, 5, 2, 10, 0, 16, 9, 19, 10, 1, 3, 0, 0
65, CIVILIZATION_JAKARTA, 1, 5, 7, 5, 10, 0, 0, 0, 8, 1, 233, 18, 7, 4, 7, 0, 5, 12, 8, 13, 0, 5, 5, 0
65, CIVILIZATION_HATTUSA, 1, 4, 7, 5, 6, 0, 0, 0, 7, 4, 352, 0, 8, 4, 5, 0, 6, 10, 7, 15, 1, 3, 0, 0
65, CIVILIZATION_ZANZIBAR, 1, 3, 8, 5, 5, 0, 0, 0, 8, 5, 219, 0, 5, 4, 10, 0, 6, 7, 8, 12, 1, 2, 4, 0
65, CIVILIZATION_JERUSALEM, 1, 5, 8, 5, 6, 0, 0, 0, 7, 0, 212, 0, 5, 4, 4, 0, 4, 12, 7, 12, 0, 5, 0, 0
65, CIVILIZATION_VALLETTA, 1, 6, 10, 6, 4, 0, 0, 0, 8, 6, 109, 10, 6, 5, 9, 2, 4, 21, 8, 13, 0, 5, 4, 0
65, CIVILIZATION_PRESLAV, 1, 7, 10, 4, 5, 0, 0, 0, 7, 5, 154, 0, 6, 2, 5, 0, 1, 22, 7, 11, 0, 7, 0, 0
65, CIVILIZATION_LISBON, 1, 4, 7, 5, 7, 0, 0, 0, 7, 4, 225, 0, 4, 4, 5, 0, 5, 11, 7, 13, 0, 3, 0, 0
65, CIVILIZATION_CARTHAGE, 1, 6, 8, 4, 4, 0, 0, 0, 7, 3, 277, 0, 5, 4, 4, 0, 2, 15, 7, 13, 0, 5, 0, 0
65, CIVILIZATION_KABUL, 1, 4, 8, 5, 8, 0, 0, 0, 7, 3, 90, 0, 4, 4, 5, 0, 4, 10, 7, 13, 0, 3, 0, 0
65, CIVILIZATION_MOHENJO_DARO, 1, 7, 8, 6, 4, 0, 0, 0, 7, 3, 83, 0, 6, 2, 9, 0, 2, 19, 7, 11, 0, 7, 5, 0
65, CIVILIZATION_AMSTERDAM, 1, 7, 7, 5, 4, 0, 0, 0, 7, 3, 327, 0, 6, 4, 7, 0, 2, 19, 7, 13, 1, 7, 0, 0
65, CIVILIZATION_PALENQUE, 1, 7, 10, 6, 3, 0, 0, 0, 8, 5, 135, 3, 9, 5, 7, 1, 4, 18, 8, 13, 1, 7, 0, 0
65, CIVILIZATION_STOCKHOLM, 1, 6, 8, 5, 6, 0, 0, 0, 7, 4, 166, 0, 6, 4, 8, 0, 5, 12, 7, 13, 1, 6, 4, 0
65, CIVILIZATION_ARMAGH, 1, 4, 6, 5, 6, 0, 0, 0, 9, 6, 105, 121, 4, 4, 7, 4, 7, 10, 9, 15, 1, 3, 0, 0
65, CIVILIZATION_KANDY, 1, 3, 8, 5, 7, 0, 0, 0, 8, 4, 300, 38, 4, 4, 14, 1, 3, 7, 8, 12, 1, 2, 0, 0
65, CIVILIZATION_KUMASI, 1, 2, 9, 5, 5, 0, 0, 0, 7, 3, 321, 0, 3, 3, 5, 0, 4, 4, 7, 13, 0, 1, 0, 0
65, CIVILIZATION_GRANADA, 1, 5, 9, 5, 6, 0, 0, 0, 7, 6, 116, 17, 5, 4, 7, 1, 5, 13, 7, 13, 0, 5, 5, 0
65, CIVILIZATION_BRUSSELS, 1, 5, 8, 6, 3, 0, 0, 0, 7, 3, 153, 0, 5, 5, 13, 0, 4, 13, 7, 13, 0, 5, 8, 0
66, CIVILIZATION_ROME, 1, 6, 8, 7, 2, 0, 0, 0, 14, 8, 170, 55, 6, 7, 36, 4, 10, 17, 14, 13, 2, 5, 5, 0
66, CIVILIZATION_CHINA, 2, 8, 9, 5, 6, 0, 0, 1, 22, 4, 178, 41, 14, 4, 18, 2, 22, 26, 22, 11, 2, 7, 0, 0
66, CIVILIZATION_JAPAN, 3, 12, 11, 6, 7, 0, 0, 0, 32, 8, 322, 236, 13, 8, 20, 8, 34, 37, 32, 14, 2, 11, 0, 3
66, CIVILIZATION_AMERICA, 2, 7, 9, 6, 3, 0, 0, 0, 23, 8, 21, 45, 10, 9, 10, 3, 23, 21, 23, 16, 1, 6, 0, 0
66, CIVILIZATION_SPAIN, 2, 5, 8, 4, 6, 0, 0, 1, 20, 3, 135, 128, 6, 2, 15, 4, 18, 14, 20, 12, 1, 4, 0, 0
66, CIVILIZATION_EGYPT, 3, 8, 7, 8, 8, 0, 0, 1, 29, 3, 139, 391, 8, 7, 14, 12, 21, 23, 29, 14, 1, 7, 2, 0
66, CIVILIZATION_KONGO, 2, 5, 8, 6, 3, 0, 0, 0, 21, 2, 104, 66, 10, 7, 6, 2, 17, 15, 21, 14, 1, 4, 0, 0
66, CIVILIZATION_AZTEC, 2, 4, 8, 3, 2, 0, 0, 0, 19, 0, 76, 7, 5, 2, 11, 0, 13, 10, 19, 10, 1, 3, 0, 0
66, CIVILIZATION_JAKARTA, 1, 5, 8, 5, 10, 0, 0, 0, 8, 1, 241, 19, 7, 4, 7, 0, 5, 12, 8, 13, 0, 5, 5, 0
66, CIVILIZATION_HATTUSA, 1, 4, 7, 5, 6, 0, 0, 0, 7, 4, 355, 0, 7, 4, 5, 0, 6, 10, 7, 15, 1, 3, 0, 0
66, CIVILIZATION_ZANZIBAR, 1, 3, 8, 5, 5, 0, 0, 0, 8, 5, 230, 0, 5, 4, 10, 0, 6, 7, 8, 12, 1, 2, 4, 0
66, CIVILIZATION_JERUSALEM, 1, 5, 8, 5, 6, 0, 0, 0, 7, 0, 16, 0, 5, 4, 4, 0, 4, 12, 7, 12, 1, 5, 0, 0
66, CIVILIZATION_VALLETTA, 1, 6, 10, 6, 5, 0, 0, 0, 8, 6, 113, 13, 6, 5, 9, 2, 4, 21, 8, 13, 0, 5, 4, 0
66, CIVILIZATION_PRESLAV, 1, 8, 10, 4, 6, 0, 0, 0, 7, 5, 141, 0, 7, 3, 5, 0, 1, 22, 7, 11, 0, 8, 0, 0
66, CIVILIZATION_LISBON, 1, 5, 7, 5, 8, 0, 0, 0, 7, 4, 230, 0, 5, 4, 4, 0, 5, 12, 7, 13, 0, 5, 0, 0
66, CIVILIZATION_CARTHAGE, 1, 6, 8, 4, 4, 0, 0, 0, 7, 3, 280, 0, 5, 4, 4, 0, 2, 15, 7, 13, 0, 5, 0, 0
66, CIVILIZATION_KABUL, 1, 4, 8, 5, 8, 0, 0, 0, 7, 3, 92, 0, 4, 4, 5, 0, 4, 10, 7, 13, 0, 3, 0, 0
66, CIVILIZATION_MOHENJO_DARO, 1, 7, 8, 6, 4, 0, 0, 0, 7, 3, 90, 0, 6, 2, 7, 0, 2, 17, 7, 11, 0, 7, 0, 0
66, CIVILIZATION_AMSTERDAM, 1, 7, 7, 5, 4, 0, 0, 0, 7, 3, 335, 0, 6, 4, 7, 0, 2, 19, 7, 13, 1, 7, 0, 0
66, CIVILIZATION_PALENQUE, 1, 7, 10, 6, 3, 0, 0, 0, 8, 5, 138, 5, 9, 5, 7, 1, 4, 18, 8, 13, 1, 7, 0, 0
66, CIVILIZATION_STOCKHOLM, 1, 6, 8, 5, 6, 0, 0, 0, 7, 4, 173, 0, 6, 4, 8, 0, 5, 12, 7, 13, 1, 6, 4, 0
66, CIVILIZATION_ARMAGH, 1, 4, 6, 5, 6, 0, 0, 0, 9, 6, 110, 125, 4, 4, 7, 4, 7, 10, 9, 15, 1, 3, 0, 0
66, CIVILIZATION_KANDY, 1, 4, 8, 5, 8, 0, 0, 0, 8, 4, 71, 39, 5, 4, 14, 1, 4, 9, 8, 12, 1, 3, 0, 0
66, CIVILIZATION_KUMASI, 1, 2, 9, 6, 5, 0, 0, 0, 7, 3, 323, 2, 4, 4, 7, 2, 4, 5, 7, 13, 0, 1, 0, 0
66, CIVILIZATION_GRANADA, 1, 5, 9, 5, 6, 0, 0, 0, 7, 6, 124, 19, 5, 4, 7, 1, 5, 13, 7, 13, 0, 5, 5, 0
66, CIVILIZATION_BRUSSELS, 1, 5, 8, 6, 4, 0, 0, 0, 7, 3, 166, 0, 5, 5, 13, 0, 4, 13, 7, 13, 0, 5, 8, 0
67, CIVILIZATION_ROME, 1, 6, 9, 7, 2, 0, 0, 0, 14, 8, 204, 59, 6, 7, 36, 4, 10, 17, 14, 13, 2, 5, 5, 0
67, CIVILIZATION_CHINA, 2, 9, 9, 5, 7, 0, 0, 1, 22, 4, 194, 43, 15, 5, 18, 2, 25, 27, 22, 11, 2, 8, 0, 0
67, CIVILIZATION_JAPAN, 3, 12, 11, 6, 7, 0, 0, 0, 32, 8, 341, 245, 13, 8, 22, 8, 30, 40, 32, 14, 2, 11, 0, 3
67, CIVILIZATION_AMERICA, 2, 8, 9, 6, 3, 0, 0, 0, 23, 8, 28, 49, 13, 10, 10, 3, 25, 22, 23, 16, 2, 7, 0, 0
67, CIVILIZATION_SPAIN, 2, 6, 9, 4, 6, 0, 0, 2, 20, 3, 139, 132, 6, 3, 15, 4, 21, 15, 20, 12, 1, 5, 0, 0
67, CIVILIZATION_EGYPT, 3, 8, 8, 8, 7, 0, 0, 1, 29, 3, 148, 404, 8, 5, 12, 12, 21, 23, 29, 14, 1, 7, 2, 0
67, CIVILIZATION_KONGO, 2, 5, 8, 6, 2, 0, 0, 0, 21, 2, 108, 68, 10, 7, 6, 2, 17, 15, 21, 14, 1, 4, 0, 0
67, CIVILIZATION_AZTEC, 2, 4, 8, 3, 2, 0, 0, 0, 19, 0, 79, 7, 5, 2, 10, 0, 16, 9, 19, 10, 1, 3, 0, 0
67, CIVILIZATION_JAKARTA, 1, 5, 8, 5, 10, 0, 0, 0, 8, 1, 248, 20, 7, 4, 7, 0, 5, 12, 8, 13, 0, 5, 5, 0
67, CIVILIZATION_HATTUSA, 1, 4, 7, 5, 6, 0, 0, 0, 7, 4, 358, 0, 7, 4, 5, 0, 6, 10, 7, 15, 1, 3, 0, 0
67, CIVILIZATION_ZANZIBAR, 1, 4, 8, 5, 5, 0, 0, 0, 8, 5, 243, 0, 6, 4, 13, 0, 6, 9, 8, 15, 1, 3, 4, 0
67, CIVILIZATION_JERUSALEM, 1, 5, 8, 5, 6, 0, 0, 0, 7, 0, 20, 1, 5, 4, 4, 0, 4, 12, 7, 12, 1, 5, 0, 0
67, CIVILIZATION_VALLETTA, 1, 6, 10, 6, 5, 0, 0, 0, 8, 6, 118, 16, 6, 5, 9, 2, 3, 22, 8, 13, 0, 5, 4, 0
67, CIVILIZATION_PRESLAV, 1, 8, 10, 4, 6, 0, 0, 0, 7, 5, 143, 0, 7, 3, 5, 0, 1, 22, 7, 11, 0, 8, 0, 0
67, CIVILIZATION_LISBON, 1, 5, 7, 5, 8, 0, 0, 0, 7, 4, 235, 0, 5, 4, 4, 0, 5, 12, 7, 13, 0, 5, 0, 0
67, CIVILIZATION_CARTHAGE, 1, 6, 8, 4, 4, 0, 0, 0, 7, 3, 283, 0, 5, 4, 4, 0, 2, 15, 7, 13, 0, 5, 0, 0
67, CIVILIZATION_KABUL, 1, 4, 8, 5, 8, 0, 0, 0, 7, 3, 94, 0, 4, 4, 5, 0, 4, 10, 7, 13, 0, 3, 0, 0
67, CIVILIZATION_MOHENJO_DARO, 1, 7, 8, 6, 3, 0, 0, 0, 7, 3, 97, 0, 6, 2, 7, 0, 2, 17, 7, 11, 0, 7, 0, 0
67, CIVILIZATION_AMSTERDAM, 1, 7, 7, 5, 4, 0, 0, 0, 7, 3, 342, 0, 6, 4, 7, 0, 2, 19, 7, 13, 1, 7, 0, 0
67, CIVILIZATION_PALENQUE, 1, 7, 10, 6, 3, 0, 0, 0, 8, 5, 142, 7, 9, 5, 7, 1, 4, 18, 8, 13, 1, 7, 0, 0
67, CIVILIZATION_STOCKHOLM, 1, 6, 8, 5, 6, 0, 0, 0, 7, 4, 179, 0, 10, 4, 7, 0, 5, 12, 7, 15, 1, 5, 4, 0
67, CIVILIZATION_ARMAGH, 1, 4, 7, 5, 6, 0, 0, 0, 9, 6, 115, 129, 4, 4, 7, 4, 7, 10, 9, 15, 1, 3, 0, 0
67, CIVILIZATION_KANDY, 1, 4, 8, 5, 8, 0, 0, 0, 8, 4, 82, 40, 5, 4, 14, 1, 4, 9, 8, 12, 1, 3, 0, 0
67, CIVILIZATION_KUMASI, 1, 2, 9, 6, 6, 0, 0, 0, 7, 3, 330, 4, 4, 4, 7, 2, 4, 5, 7, 13, 0, 1, 0, 0
67, CIVILIZATION_GRANADA, 1, 5, 9, 5, 6, 0, 0, 0, 7, 6, 131, 20, 5, 4, 7, 1, 5, 13, 7, 13, 0, 5, 5, 0
67, CIVILIZATION_BRUSSELS, 1, 5, 8, 6, 4, 0, 0, 0, 7, 3, 229, 0, 5, 5, 13, 0, 4, 13, 7, 13, 0, 5, 8, 0
68, CIVILIZATION_ROME, 1, 7, 9, 7, 2, 0, 0, 0, 14, 8, 239, 64, 7, 7, 36, 4, 11, 20, 14, 13, 2, 6, 5, 0
68, CIVILIZATION_CHINA, 2, 9, 9, 5, 8, 0, 0, 1, 22, 4, 51, 46, 15, 5, 18, 2, 25, 27, 22, 11, 2, 8, 0, 0
68, CIVILIZATION_JAPAN, 3, 12, 11, 6, 7, 0, 0, 0, 32, 8, 359, 254, 13, 8, 22, 8, 23, 40, 32, 14, 2, 11, 0, 3
68, CIVILIZATION_AMERICA, 2, 8, 9, 6, 2, 0, 0, 0, 23, 8, 34, 52, 13, 10, 10, 3, 25, 22, 23, 16, 2, 7, 0, 0
68, CIVILIZATION_SPAIN, 2, 6, 9, 4, 6, 0, 0, 2, 20, 3, 143, 137, 6, 3, 15, 4, 21, 15, 20, 12, 1, 5, 0, 0
68, CIVILIZATION_EGYPT, 3, 8, 8, 8, 7, 0, 0, 1, 29, 3, 157, 417, 8, 5, 12, 12, 21, 23, 29, 14, 1, 7, 2, 0
68, CIVILIZATION_KONGO, 2, 5, 8, 7, 2, 0, 0, 0, 21, 2, 112, 71, 10, 7, 7, 3, 16, 15, 21, 14, 1, 4, 0, 0
68, CIVILIZATION_AZTEC, 2, 4, 8, 3, 2, 0, 0, 0, 19, 0, 84, 7, 5, 2, 11, 0, 13, 10, 19, 10, 1, 3, 0, 0
68, CIVILIZATION_JAKARTA, 1, 5, 8, 5, 10, 0, 0, 0, 8, 1, 256, 21, 7, 4, 7, 0, 5, 12, 8, 13, 0, 5, 5, 0
68, CIVILIZATION_HATTUSA, 1, 4, 7, 5, 6, 0, 0, 0, 7, 4, 361, 0, 7, 4, 5, 0, 6, 10, 7, 15, 1, 3, 0, 0
68, CIVILIZATION_ZANZIBAR, 1, 4, 8, 5, 5, 0, 0, 0, 8, 5, 257, 0, 6, 4, 13, 0, 6, 9, 8, 15, 1, 3, 4, 0
68, CIVILIZATION_JERUSALEM, 1, 5, 8, 5, 6, 0, 0, 0, 7, 0, 23, 2, 5, 4, 4, 0, 4, 11, 7, 12, 1, 5, 0, 0
68, CIVILIZATION_VALLETTA, 1, 6, 10, 6, 5, 0, 0, 0, 8, 6, 122, 19, 6, 5, 9, 2, 3, 22, 8, 13, 0, 5, 4, 0
68, CIVILIZATION_PRESLAV, 1, 8, 10, 4, 6, 0, 0, 0, 7, 5, 144, 0, 7, 3, 5, 0, 1, 22, 7, 11, 0, 8, 0, 0
68, CIVILIZATION_LISBON, 1, 5, 7, 5, 8, 0, 0, 0, 7, 4, 240, 0, 5, 4, 4, 0, 5, 12, 7, 13, 0, 5, 0, 0
68, CIVILIZATION_CARTHAGE, 1, 6, 8, 4, 4, 0, 0, 0, 7, 3, 286, 0, 5, 4, 4, 0, 2, 15, 7, 13, 0, 5, 0, 0
68, CIVILIZATION_KABUL, 1, 4, 8, 5, 8, 0, 0, 0, 7, 3, 146, 0, 4, 4, 5, 0, 4, 10, 7, 13, 0, 3, 0, 0
68, CIVILIZATION_MOHENJO_DARO, 1, 7, 8, 6, 3, 0, 0, 0, 7, 3, 104, 0, 6, 2, 7, 0, 2, 17, 7, 11, 0, 7, 0, 0
68, CIVILIZATION_AMSTERDAM, 1, 7, 7, 5, 4, 0, 0, 0, 7, 3, 350, 0, 6, 4, 7, 0, 2, 19, 7, 13, 1, 7, 0, 0
68, CIVILIZATION_PALENQUE, 1, 7, 10, 6, 3, 0, 0, 0, 8, 5, 146, 9, 9, 5, 7, 1, 4, 18, 8, 13, 1, 7, 0, 0
68, CIVILIZATION_STOCKHOLM, 1, 6, 8, 5, 6, 0, 0, 0, 7, 4, 184, 0, 10, 4, 7, 0, 5, 12, 7, 15, 1, 5, 4, 0
68, CIVILIZATION_ARMAGH, 1, 4, 8, 5, 6, 0, 0, 0, 9, 6, 120, 133, 4, 4, 7, 4, 7, 10, 9, 15, 1, 3, 0, 0
68, CIVILIZATION_KANDY, 1, 4, 8, 5, 8, 0, 0, 0, 8, 4, 92, 41, 5, 4, 14, 1, 4, 9, 8, 12, 1, 3, 0, 0
68, CIVILIZATION_KUMASI, 1, 2, 9, 6, 6, 0, 0, 0, 7, 3, 337, 6, 4, 4, 7, 2, 4, 5, 7, 13, 0, 1, 0, 0
68, CIVILIZATION_GRANADA, 1, 5, 9, 5, 7, 0, 0, 0, 7, 6, 139, 22, 5, 4, 7, 1, 5, 13, 7, 13, 0, 5, 5, 0
68, CIVILIZATION_BRUSSELS, 1, 5, 8, 6, 4, 0, 0, 0, 7, 3, 242, 0, 5, 5, 13, 0, 4, 13, 7, 13, 0, 5, 8, 0
69, CIVILIZATION_ROME, 2, 8, 9, 8, 3, 0, 0, 0, 22, 8, 162, 68, 8, 9, 36, 4, 15, 23, 22, 15, 2, 7, 5, 0
69, CIVILIZATION_CHINA, 2, 9, 9, 5, 8, 0, 0, 1, 22, 4, 67, 48, 15, 5, 18, 2, 25, 27, 22, 11, 2, 8, 0, 0
69, CIVILIZATION_JAPAN, 3, 13, 11, 6, 7, 0, 0, 0, 32, 9, 378, 263, 14, 8, 22, 8, 26, 42, 32, 14, 2, 12, 0, 3
69, CIVILIZATION_AMERICA, 2, 8, 9, 6, 3, 0, 0, 0, 23, 8, 39, 56, 13, 11, 10, 3, 25, 22, 23, 16, 2, 7, 0, 0
69, CIVILIZATION_SPAIN, 2, 6, 9, 4, 6, 0, 0, 2, 20, 3, 147, 141, 6, 3, 15, 4, 21, 15, 20, 12, 1, 5, 0, 0
69, CIVILIZATION_EGYPT, 3, 8, 8, 8, 7, 0, 0, 2, 29, 3, 165, 30, 8, 5, 12, 12, 21, 23, 29, 14, 1, 7, 2, 0
69, CIVILIZATION_KONGO, 2, 5, 8, 7, 2, 0, 0, 0, 21, 2, 118, 75, 10, 7, 7, 3, 16, 15, 21, 14, 1, 4, 0, 0
69, CIVILIZATION_AZTEC, 2, 4, 8, 4, 2, 0, 0, 0, 19, 0, 87, 7, 5, 2, 10, 0, 16, 9, 19, 10, 1, 3, 0, 0
69, CIVILIZATION_JAKARTA, 1, 5, 8, 5, 10, 0, 0, 0, 8, 1, 264, 22, 7, 4, 7, 0, 5, 12, 8, 13, 0, 5, 5, 0
69, CIVILIZATION_HATTUSA, 1, 5, 7, 5, 6, 0, 0, 0, 7, 4, 364, 0, 8, 4, 4, 0, 5, 11, 7, 15, 1, 5, 0, 0
69, CIVILIZATION_ZANZIBAR, 1, 4, 8, 5, 5, 0, 0, 0, 8, 5, 271, 0, 6, 4, 13, 0, 6, 9, 8, 15, 1, 3, 4, 0
69, CIVILIZATION_JERUSALEM, 1, 5, 8, 5, 6, 0, 0, 0, 7, 1, 27, 3, 5, 4, 4, 0, 4, 12, 7, 12, 1, 5, 0, 0
69, CIVILIZATION_VALLETTA, 1, 6, 10, 6, 5, 0, 0, 0, 8, 6, 127, 21, 6, 5, 9, 2, 3, 22, 8, 13, 0, 5, 4, 0
69, CIVILIZATION_PRESLAV, 1, 8, 10, 4, 6, 0, 0, 0, 7, 5, 146, 0, 7, 3, 5, 0, 1, 22, 7, 11, 0, 8, 0, 0
69, CIVILIZATION_LISBON, 1, 5, 7, 5, 8, 0, 0, 0, 7, 4, 244, 0, 5, 4, 4, 0, 5, 12, 7, 13, 0, 5, 0, 0
69, CIVILIZATION_CARTHAGE, 1, 6, 8, 4, 5, 0, 0, 0, 7, 3, 287, 0, 5, 4, 4, 0, 2, 15, 7, 13, 0, 5, 0, 0
69, CIVILIZATION_KABUL, 1, 4, 8, 5, 9, 0, 0, 0, 7, 3, 147, 0, 4, 4, 5, 0, 4, 10, 7, 13, 0, 3, 0, 0
69, CIVILIZATION_MOHENJO_DARO, 1, 7, 9, 6, 3, 0, 0, 0, 7, 3, 111, 0, 6, 2, 7, 0, 2, 17, 7, 11, 0, 7, 0, 0
69, CIVILIZATION_AMSTERDAM, 1, 7, 7, 5, 4, 0, 0, 0, 7, 3, 358, 0, 6, 4, 7, 0, 2, 19, 7, 13, 1, 7, 0, 0
69, CIVILIZATION_PALENQUE, 1, 7, 11, 6, 3, 0, 0, 0, 8, 5, 149, 11, 9, 5, 7, 1, 4, 18, 8, 13, 1, 7, 0, 0
69, CIVILIZATION_STOCKHOLM, 1, 6, 8, 5, 6, 0, 0, 0, 7, 4, 190, 0, 10, 4, 7, 0, 5, 12, 7, 15, 1, 5, 4, 0
69, CIVILIZATION_ARMAGH, 1, 4, 8, 5, 6, 0, 0, 0, 9, 7, 125, 137, 4, 4, 7, 4, 7, 10, 9, 15, 1, 3, 0, 0
69, CIVILIZATION_KANDY, 1, 4, 8, 5, 8, 0, 0, 0, 8, 4, 153, 41, 5, 4, 14, 0, 3, 10, 8, 13, 1, 3, 0, 0
69, CIVILIZATION_KUMASI, 1, 2, 9, 6, 6, 0, 0, 0, 7, 3, 345, 8, 4, 4, 7, 2, 4, 5, 7, 13, 0, 1, 0, 0
69, CIVILIZATION_GRANADA, 1, 5, 9, 5, 7, 0, 0, 0, 7, 6, 146, 24, 5, 4, 7, 1, 5, 13, 7, 13, 0, 5, 5, 0
69, CIVILIZATION_BRUSSELS, 1, 5, 8, 6, 4, 0, 0, 0, 7, 3, 255, 0, 5, 5, 13, 0, 4, 13, 7, 13, 0, 5, 8, 0
70, CIVILIZATION_ROME, 2, 8, 10, 8, 3, 0, 0, 0, 22, 8, 192, 70, 8, 9, 33, 2, 18, 23, 22, 15, 2, 7, 0, 0
70, CIVILIZATION_CHINA, 2, 9, 9, 5, 8, 0, 0, 1, 22, 4, 84, 50, 15, 5, 18, 2, 22, 27, 22, 11, 2, 8, 0, 0
70, CIVILIZATION_JAPAN, 3, 13, 11, 7, 7, 0, 0, 0, 32, 10, 399, 273, 14, 8, 27, 10, 23, 42, 32, 14, 2, 12, 0, 3
70, CIVILIZATION_AMERICA, 2, 8, 9, 6, 3, 0, 0, 0, 23, 8, 44, 59, 13, 11, 10, 3, 25, 22, 23, 16, 2, 7, 0, 0
70, CIVILIZATION_SPAIN, 2, 6, 9, 5, 6, 0, 0, 2, 20, 4, 151, 146, 6, 3, 15, 4, 21, 15, 20, 12, 1, 5, 0, 0
70, CIVILIZATION_EGYPT, 3, 8, 8, 8, 8, 0, 0, 1, 29, 2, 14, 41, 8, 5, 12, 10, 21, 23, 29, 12, 1, 7, 2, 0
70, CIVILIZATION_KONGO, 2, 5, 8, 7, 2, 0, 0, 0, 21, 2, 123, 78, 10, 7, 7, 3, 16, 15, 21, 14, 1, 4, 0, 0
70, CIVILIZATION_AZTEC, 2, 4, 8, 4, 2, 0, 0, 0, 19, 0, 91, 7, 5, 2, 11, 0, 13, 10, 19, 10, 1, 3, 0, 0
70, CIVILIZATION_JAKARTA, 1, 5, 8, 5, 10, 0, 0, 0, 8, 1, 271, 23, 7, 4, 7, 0, 5, 12, 8, 13, 0, 5, 5, 0
70, CIVILIZATION_HATTUSA, 1, 5, 8, 6, 6, 0, 0, 0, 7, 4, 366, 1, 10, 4, 6, 1, 6, 10, 7, 15, 1, 5, 0, 0
70, CIVILIZATION_ZANZIBAR, 1, 4, 9, 5, 5, 0, 0, 0, 8, 5, 284, 0, 6, 4, 13, 0, 6, 9, 8, 15, 1, 3, 4, 0
70, CIVILIZATION_JERUSALEM, 1, 5, 8, 6, 6, 0, 0, 0, 7, 1, 31, 6, 6, 5, 6, 2, 4, 13, 7, 12, 1, 5, 0, 0
