Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food, BY TYPE: Tiles, Buildings, Districts, Population, Outg
70, CIVILIZATION_VALLETTA, 1, 7, 10, 6, 5, 0, 0, 0, 8, 6, 131, 24, 7, 5, 9, 2, 4, 24, 8, 13, 0, 6, 4, 0
70, CIVILIZATION_PRESLAV, 1, 8, 10, 4, 6, 0, 0, 0, 7, 5, 148, 0, 7, 3, 5, 0, 1, 22, 7, 11, 0, 8, 0, 0
70, CIVILIZATION_LISBON, 1, 5, 8, 6, 9, 0, 0, 0, 7, 4, 249, 1, 6, 5, 6, 1, 5, 13, 7, 13, 0, 5, 0, 0
70, CIVILIZATION_CARTHAGE, 1, 6, 8, 4, 5, 0, 0, 0, 7, 3, 289, 0, 5, 4, 4, 0, 2, 15, 7, 13, 0, 5, 0, 0
70, CIVILIZATION_KABUL, 1, 4, 8, 6, 9, 0, 0, 0, 7, 3, 148, 2, 5, 5, 7, 2, 4, 11, 7, 13, 0, 3, 0, 0
70, CIVILIZATION_MOHENJO_DARO, 1, 7, 9, 7, 2, 0, 0, 0, 7, 3, 118, 1, 7, 3, 9, 1, 2, 18, 7, 11, 0, 7, 0, 0
70, CIVILIZATION_AMSTERDAM, 1, 7, 7, 5, 5, 0, 0, 0, 7, 3, 125, 0, 6, 4, 7, 0, 2, 19, 7, 13, 1, 7, 0, 0
70, CIVILIZATION_PALENQUE, 1, 7, 11, 6, 3, 0, 0, 0, 8, 5, 153, 13, 9, 5, 7, 1, 4, 18, 8, 13, 1, 7, 0, 0
70, CIVILIZATION_STOCKHOLM, 1, 6, 8, 6, 6, 0, 0, 0, 7, 4, 195, 1, 11, 5, 9, 1, 5, 13, 7, 15, 1, 5, 4, 0
70, CIVILIZATION_ARMAGH, 1, 4, 8, 6, 6, 0, 0, 0, 9, 7, 128, 143, 5, 5, 7, 6, 7, 11, 9, 15, 1, 3, 0, 0
70, CIVILIZATION_KANDY, 1, 4, 8, 6, 8, 0, 0, 0, 8, 5, 164, 42, 5, 4, 15, 1, 3, 11, 8, 13, 1, 3, 0, 0
70, CIVILIZATION_KUMASI, 1, 2, 9, 6, 6, 0, 0, 0, 7, 3, 352, 10, 4, 4, 7, 2, 4, 5, 7, 13, 0, 1, 0, 0
70, CIVILIZATION_GRANADA, 1, 5, 9, 6, 7, 0, 0, 0, 7, 6, 154, 28, 6, 5, 9, 3, 5, 14, 7, 13, 0, 5, 5, 0
70, CIVILIZATION_BRUSSELS, 1, 5, 9, 6, 4, 0, 0, 0, 7, 3, 268, 0, 5, 5, 13, 0, 4, 13, 7, 13, 0, 5, 8, 0
71, CIVILIZATION_ROME, 2, 8, 10, 8, 3, 0, 0, 0, 22, 8, 223, 72, 8, 9, 34, 2, 19, 24, 22, 15, 2, 7, 3, 0
71, CIVILIZATION_CHINA, 2, 10, 9, 5, 8, 0, 0, 1, 22, 4, 101, 52, 15, 5, 19, 2, 22, 30, 22, 11, 2, 9, 0, 0
71, CIVILIZATION_JAPAN, 3, 14, 11, 7, 8, 0, 0, 0, 33, 10, 182, 283, 15, 9, 27, 10, 25, 44, 33, 14, 2, 13, 0, 3
71, CIVILIZATION_AMERICA, 2, 8, 10, 6, 3, 0, 0, 0, 25, 8, 50, 63, 13, 11, 10, 3, 25, 22, 25, 16, 2, 7, 0, 0
71, CIVILIZATION_SPAIN, 3, 7, 9, 5, 6, 0, 0, 2, 27, 5, 156, 150, 7, 3, 16, 4, 26, 19, 27, 12, 1, 6, 0, 0
71, CIVILIZATION_EGYPT, 3, 8, 8, 8, 8, 0, 0, 1, 29, 2, 23, 52, 8, 5, 12, 10, 21, 23, 29, 12, 1, 7, 2, 0
71, CIVILIZATION_KONGO, 2, 5, 8, 7, 2, 0, 0, 0, 22, 3, 128, 81, 10, 7, 7, 3, 16, 16, 22, 14, 1, 4, 0, 0
71, CIVILIZATION_AZTEC, 2, 5, 8, 4, 2, 0, 0, 0, 19, 0, 95, 7, 6, 2, 11, 0, 16, 11, 19, 10, 1, 4, 0, 0
71, CIVILIZATION_JAKARTA, 1, 5, 8, 5, 10, 0, 0, 0, 8, 1, 279, 24, 7, 4, 7, 0, 5, 12, 8, 13, 0, 5, 5, 0
71, CIVILIZATION_HATTUSA, 1, 5, 8, 6, 6, 0, 0, 0, 7, 4, 370, 2, 8, 4, 6, 1, 6, 11, 7, 15, 1, 5, 0, 0
71, CIVILIZATION_ZANZIBAR, 1, 4, 10, 5, 5, 0, 0, 0, 8, 5, 295, 0, 6, 4, 10, 0, 6, 9, 8, 15, 1, 3, 0, 0
71, CIVILIZATION_JERUSALEM, 1, 6, 8, 6, 6, 0, 0, 0, 7, 1, 34, 9, 6, 5, 7, 2, 4, 13, 7, 13, 1, 6, 0, 0
71, CIVILIZATION_VALLETTA, 1, 7, 10, 6, 5, 0, 0, 0, 8, 6, 136, 27, 7, 5, 9, 2, 4, 24, 8, 13, 0, 6, 4, 0
71, CIVILIZATION_PRESLAV, 1, 8, 10, 4, 6, 0, 0, 0, 7, 5, 149, 0, 7, 3, 5, 0, 1, 22, 7, 11, 0, 8, 0, 0
71, CIVILIZATION_LISBON, 1, 5, 8, 6, 9, 0, 0, 0, 7, 4, 251, 3, 6, 5, 6, 1, 5, 13, 7, 13, 0, 5, 0, 0
71, CIVILIZATION_CARTHAGE, 1, 6, 8, 4, 5, 0, 0, 0, 7, 3, 291, 0, 5, 4, 4, 0, 2, 15, 7, 13, 0, 5, 0, 0
71, CIVILIZATION_KABUL, 1, 4, 8, 6, 9, 0, 0, 0, 7, 3, 155, 4, 5, 5, 7, 2, 4, 11, 7, 13, 0, 3, 0, 0
71, CIVILIZATION_MOHENJO_DARO, 1, 7, 9, 7, 1, 0, 0, 0, 7, 3, 127, 3, 7, 3, 9, 1, 2, 18, 7, 11, 0, 7, 0, 0
71, CIVILIZATION_AMSTERDAM, 1, 8, 7, 5, 5, 0, 0, 0, 7, 3, 133, 0, 7, 5, 8, 0, 2, 19, 7, 13, 1, 9, 0, 0
71, CIVILIZATION_PALENQUE, 1, 7, 11, 6, 3, 0, 0, 0, 8, 5, 156, 15, 9, 5, 7, 1, 4, 18, 8, 13, 1, 7, 0, 0
71, CIVILIZATION_STOCKHOLM, 1, 6, 8, 6, 6, 0, 0, 0, 7, 4, 196, 3, 15, 5, 6, 1, 5, 12, 7, 15, 1, 5, 0, 0
71, CIVILIZATION_ARMAGH, 1, 4, 8, 6, 6, 0, 0, 0, 9, 7, 133, 150, 5, 5, 9, 6, 7, 12, 9, 15, 1, 3, 0, 0
71, CIVILIZATION_KANDY, 1, 4, 9, 6, 8, 0, 0, 0, 8, 5, 178, 45, 5, 4, 15, 2, 3, 11, 8, 13, 1, 3, 0, 0
71, CIVILIZATION_KUMASI, 1, 2, 9, 6, 7, 0, 0, 0, 7, 3, 359, 12, 4, 4, 7, 2, 4, 5, 7, 13, 0, 1, 0, 0
71, CIVILIZATION_GRANADA, 1, 5, 9, 6, 8, 0, 0, 0, 7, 6, 157, 32, 6, 5, 9, 3, 5, 14, 7, 13, 0, 5, 5, 0
71, CIVILIZATION_BRUSSELS, 1, 5, 9, 6, 5, 0, 0, 0, 7, 3, 281, 0, 5, 5, 13, 0, 4, 13, 7, 13, 0, 5, 8, 0
72, CIVILIZATION_ROME, 2, 8, 10, 8, 3, 0, 0, 0, 22, 8, 254, 74, 8, 9, 34, 2, 19, 24, 22, 15, 2, 7, 3, 0
72, CIVILIZATION_CHINA, 2, 10, 9, 5, 8, 0, 0, 1, 22, 4, 143, 55, 15, 5, 19, 2, 22, 30, 22, 11, 2, 9, 0, 0
72, CIVILIZATION_JAPAN, 3, 14, 11, 7, 8, 0, 0, 0, 33, 12, 204, 293, 15, 9, 27, 10, 25, 44, 33, 14, 2, 13, 0, 3
72, CIVILIZATION_AMERICA, 2, 8, 10, 6, 3, 0, 0, 0, 25, 8, 55, 66, 13, 11, 10, 3, 25, 22, 25, 16, 2, 7, 0, 0
72, CIVILIZATION_SPAIN, 3, 7, 10, 5, 6, 0, 0, 2, 27, 5, 139, 155, 7, 3, 18, 4, 25, 21, 27, 13, 1, 6, 0, 0
72, CIVILIZATION_EGYPT, 3, 8, 8, 8, 7, 0, 0, 1, 29, 2, 32, 63, 8, 5, 12, 10, 21, 23, 29, 12, 1, 7, 2, 0
72, CIVILIZATION_KONGO, 2, 5, 8, 7, 3, 0, 0, 0, 22, 3, 132, 85, 10, 7, 7, 3, 16, 16, 22, 14, 1, 4, 0, 0
72, CIVILIZATION_AZTEC, 2, 5, 8, 4, 2, 0, 0, 0, 19, 0, 99, 7, 6, 2, 11, 0, 16, 11, 19, 10, 1, 4, 0, 0
72, CIVILIZATION_JAKARTA, 1, 5, 9, 5, 10, 0, 0, 0, 8, 1, 286, 25, 7, 4, 7, 0, 5, 12, 8, 13, 0, 5, 5, 0
72, CIVILIZATION_HATTUSA, 1, 5, 9, 6, 6, 0, 0, 0, 7, 4, 374, 3, 10, 4, 6, 1, 6, 10, 7, 15, 1, 5, 0, 0
72, CIVILIZATION_ZANZIBAR, 1, 4, 11, 5, 5, 0, 0, 0, 8, 5, 80, 0, 6, 4, 14, 0, 6, 9, 8, 15, 1, 3, 5, 0
72, CIVILIZATION_JERUSALEM, 1, 6, 8, 6, 6, 0, 0, 0, 7, 1, 37, 12, 6, 5, 7, 2, 4, 13, 7, 13, 1, 6, 0, 0
72, CIVILIZATION_VALLETTA, 1, 7, 11, 6, 5, 0, 0, 0, 8, 6, 140, 30, 7, 5, 9, 2, 4, 24, 8, 13, 0, 6, 4, 0
72, CIVILIZATION_PRESLAV, 1, 8, 10, 4, 6, 0, 0, 0, 7, 5, 151, 0, 7, 3, 5, 0, 1, 22, 7, 11, 0, 8, 0, 0
72, CIVILIZATION_LISBON, 1, 5, 8, 6, 9, 0, 0, 0, 7, 4, 252, 5, 6, 5, 6, 1, 5, 13, 7, 13, 0, 5, 0, 0
72, CIVILIZATION_CARTHAGE, 1, 6, 9, 4, 5, 0, 0, 0, 7, 3, 293, 0, 5, 4, 4, 0, 2, 15, 7, 13, 0, 5, 0, 0
72, CIVILIZATION_KABUL, 1, 4, 8, 6, 9, 0, 0, 0, 7, 3, 162, 6, 5, 5, 7, 2, 4, 11, 7, 13, 0, 3, 0, 0
72, CIVILIZATION_AMSTERDAM, 1, 8, 8, 5, 6, 0, 0, 0, 7, 3, 141, 0, 7, 5, 8, 0, 2, 19, 7, 13, 1, 9, 0, 0
72, CIVILIZATION_PALENQUE, 1, 7, 11, 6, 3, 0, 0, 0, 8, 5, 160, 17, 9, 5, 7, 1, 4, 18, 8, 13, 1, 7, 0, 0
72, CIVILIZATION_STOCKHOLM, 1, 6, 9, 6, 6, 0, 0, 0, 7, 5, 200, 5, 11, 5, 10, 1, 6, 12, 7, 15, 1, 5, 5, 0
72, CIVILIZATION_ARMAGH, 1, 4, 8, 6, 6, 0, 0, 0, 9, 7, 138, 156, 5, 5, 9, 6, 7, 12, 9, 15, 1, 3, 0, 0
72, CIVILIZATION_KANDY, 1, 4, 9, 6, 8, 0, 0, 0, 8, 5, 193, 46, 5, 4, 15, 1, 3, 11, 8, 13, 1, 3, 0, 0
72, CIVILIZATION_KUMASI, 1, 2, 9, 6, 7, 0, 0, 0, 7, 3, 367, 14, 4, 4, 7, 2, 4, 5, 7, 13, 0, 1, 0, 0
72, CIVILIZATION_GRANADA, 1, 5, 9, 6, 8, 0, 0, 0, 7, 6, 161, 36, 6, 5, 9, 3, 5, 14, 7, 13, 0, 5, 5, 0
72, CIVILIZATION_BRUSSELS, 1, 5, 9, 7, 5, 0, 0, 0, 7, 3, 294, 0, 5, 5, 13, 0, 4, 13, 7, 13, 0, 5, 8, 0
73, CIVILIZATION_ROME, 2, 8, 10, 8, 3, 0, 0, 0, 23, 8, 285, 76, 8, 9, 34, 2, 19, 24, 23, 15, 2, 7, 3, 0
73, CIVILIZATION_CHINA, 2, 10, 9, 5, 8, 0, 0, 1, 22, 4, 160, 57, 15, 5, 19, 2, 22, 30, 22, 11, 2, 9, 0, 0
73, CIVILIZATION_JAPAN, 3, 14, 11, 7, 8, 0, 0, 0, 33, 12, 227, 303, 15, 9, 27, 10, 35, 45, 33, 15, 2, 13, 0, 3
73, CIVILIZATION_AMERICA, 2, 8, 10, 7, 3, 0, 0, 0, 25, 8, 60, 69, 13, 11, 9, 2, 25, 23, 25, 17, 2, 7, 0, 0
73, CIVILIZATION_SPAIN, 3, 7, 10, 5, 6, 0, 0, 2, 27, 5, 146, 159, 7, 3, 18, 4, 25, 21, 27, 13, 1, 6, 0, 0
73, CIVILIZATION_EGYPT, 4, 13, 8, 8, 7, 0, 0, 1, 36, 4, 44, 74, 12, 7, 14, 11, 23, 36, 36, 12, 1, 12, 0, 8
73, CIVILIZATION_KONGO, 2, 5, 8, 7, 3, 0, 0, 0, 22, 4, 137, 88, 10, 7, 7, 3, 16, 16, 22, 14, 1, 4, 0, 0
73, CIVILIZATION_AZTEC, 2, 5, 8, 4, 2, 0, 0, 0, 19, 0, 104, 7, 6, 2, 11, 0, 16, 11, 19, 10, 1, 4, 0, 0
73, CIVILIZATION_JAKARTA, 1, 5, 9, 5, 10, 0, 0, 0, 8, 1, 294, 26, 7, 4, 7, 0, 5, 12, 8, 13, 0, 5, 5, 0
73, CIVILIZATION_HATTUSA, 1, 5, 9, 6, 6, 0, 0, 0, 7, 4, 378, 4, 8, 4, 6, 1, 6, 11, 7, 15, 1, 5, 0, 0
73, CIVILIZATION_ZANZIBAR, 1, 4, 11, 5, 5, 0, 0, 0, 8, 5, 94, 0, 6, 4, 14, 0, 6, 9, 8, 15, 1, 3, 5, 0
73, CIVILIZATION_JERUSALEM, 1, 6, 8, 6, 6, 0, 0, 0, 7, 1, 40, 16, 6, 5, 7, 3, 4, 13, 7, 13, 1, 6, 0, 0
73, CIVILIZATION_VALLETTA, 1, 7, 11, 6, 5, 0, 0, 0, 8, 6, 145, 33, 7, 5, 9, 2, 4, 24, 8, 13, 0, 6, 4, 0
73, CIVILIZATION_PRESLAV, 1, 8, 11, 4, 6, 0, 0, 0, 7, 5, 153, 0, 7, 3, 5, 0, 1, 22, 7, 11, 0, 8, 0, 0
73, CIVILIZATION_LISBON, 1, 5, 9, 6, 9, 0, 0, 0, 7, 4, 254, 7, 6, 5, 6, 1, 5, 13, 7, 13, 0, 5, 0, 0
73, CIVILIZATION_CARTHAGE, 1, 6, 10, 4, 4, 0, 0, 0, 7, 3, 294, 0, 5, 4, 4, 0, 2, 15, 7, 13, 0, 5, 0, 0
73, CIVILIZATION_KABUL, 1, 4, 8, 6, 10, 0, 0, 0, 7, 3, 169, 8, 5, 5, 7, 2, 4, 11, 7, 13, 0, 3, 0, 0
73, CIVILIZATION_AMSTERDAM, 1, 8, 8, 5, 6, 0, 0, 0, 7, 3, 199, 0, 7, 5, 8, 0, 2, 19, 7, 13, 1, 9, 0, 0
73, CIVILIZATION_PALENQUE, 1, 7, 11, 6, 3, 0, 0, 0, 8, 5, 164, 19, 9, 5, 7, 1, 4, 18, 8, 13, 1, 7, 0, 0
73, CIVILIZATION_STOCKHOLM, 1, 6, 9, 6, 6, 0, 0, 0, 7, 5, 205, 7, 11, 5, 10, 1, 6, 12, 7, 15, 1, 5, 5, 0
73, CIVILIZATION_ARMAGH, 1, 4, 8, 6, 6, 0, 0, 0, 9, 7, 143, 162, 5, 5, 9, 6, 7, 12, 9, 15, 1, 3, 0, 0
73, CIVILIZATION_KANDY, 1, 4, 9, 6, 8, 0, 0, 0, 8, 5, 208, 48, 5, 4, 15, 1, 3, 11, 8, 13, 1, 3, 0, 0
73, CIVILIZATION_KUMASI, 1, 2, 9, 6, 7, 0, 0, 0, 7, 3, 374, 16, 4, 4, 7, 2, 4, 5, 7, 13, 0, 1, 0, 0
73, CIVILIZATION_GRANADA, 1, 5, 10, 6, 8, 0, 0, 0, 7, 6, 164, 39, 6, 5, 9, 3, 5, 14, 7, 13, 0, 5, 5, 0
73, CIVILIZATION_BRUSSELS, 1, 6, 9, 8, 5, 0, 0, 0, 7, 3, 307, 2, 7, 6, 15, 2, 4, 17, 7, 13, 0, 5, 8, 0
74, CIVILIZATION_ROME, 2, 8, 10, 8, 3, 0, 0, 0, 24, 8, 56, 78, 8, 9, 34, 2, 19, 25, 24, 16, 2, 7, 3, 0
74, CIVILIZATION_CHINA, 2, 10, 9, 5, 9, 0, 0, 1, 22, 4, 177, 59, 15, 5, 19, 2, 22, 30, 22, 11, 2, 9, 0, 0
74, CIVILIZATION_JAPAN, 3, 14, 11, 7, 8, 0, 0, 0, 33, 13, 249, 314, 15, 9, 27, 10, 36, 47, 33, 15, 2, 13, 3, 3
74, CIVILIZATION_AMERICA, 2, 8, 10, 7, 3, 0, 0, 0, 25, 8, 67, 71, 13, 11, 9, 2, 25, 23, 25, 17, 2, 7, 0, 0
74, CIVILIZATION_SPAIN, 3, 7, 10, 5, 6, 0, 0, 2, 27, 5, 154, 164, 7, 3, 18, 4, 25, 21, 27, 13, 1, 6, 0, 0
74, CIVILIZATION_EGYPT, 4, 13, 8, 8, 7, 0, 0, 1, 36, 4, 55, 85, 12, 7, 14, 11, 23, 36, 36, 12, 1, 12, 0, 8
74, CIVILIZATION_KONGO, 2, 5, 8, 7, 3, 0, 0, 0, 23, 4, 141, 92, 10, 7, 7, 3, 16, 16, 23, 14, 1, 4, 0, 0
74, CIVILIZATION_AZTEC, 2, 5, 9, 4, 2, 0, 0, 0, 19, 0, 108, 7, 6, 2, 11, 0, 16, 11, 19, 10, 1, 4, 0, 0
74, CIVILIZATION_JAKARTA, 1, 5, 9, 5, 11, 0, 0, 0, 8, 1, 299, 27, 5, 4, 4, 0, 5, 12, 8, 13, 0, 5, 0, 0
74, CIVILIZATION_HATTUSA, 1, 5, 10, 6, 6, 0, 0, 0, 7, 4, 382, 5, 10, 4, 6, 1, 6, 10, 7, 15, 1, 5, 0, 0
74, CIVILIZATION_ZANZIBAR, 1, 4, 11, 5, 5, 0, 0, 0, 8, 5, 109, 0, 6, 4, 14, 0, 6, 10, 8, 16, 1, 3, 5, 0
74, CIVILIZATION_JERUSALEM, 1, 6, 9, 6, 6, 0, 0, 0, 7, 1, 43, 19, 6, 5, 7, 3, 4, 13, 7, 13, 1, 6, 0, 0
74, CIVILIZATION_VALLETTA, 1, 7, 11, 6, 6, 0, 0, 0, 8, 6, 147, 36, 7, 5, 9, 2, 4, 24, 8, 13, 0, 6, 4, 0
74, CIVILIZATION_PRESLAV, 1, 8, 11, 4, 6, 0, 0, 0, 7, 5, 155, 0, 7, 3, 5, 0, 1, 22, 7, 11, 0, 8, 0, 0
74, CIVILIZATION_LISBON, 1, 5, 9, 6, 10, 0, 0, 0, 7, 4, 255, 9, 6, 5, 6, 1, 5, 13, 7, 13, 0, 5, 0, 0
74, CIVILIZATION_CARTHAGE, 1, 6, 10, 4, 4, 0, 0, 0, 7, 3, 346, 0, 5, 4, 4, 0, 2, 15, 7, 13, 0, 5, 0, 0
74, CIVILIZATION_KABUL, 1, 4, 9, 6, 10, 0, 0, 0, 7, 3, 176, 10, 5, 5, 7, 2, 4, 11, 7, 13, 0, 3, 0, 0
74, CIVILIZATION_AMSTERDAM, 1, 8, 8, 6, 6, 0, 0, 0, 7, 3, 207, 0, 7, 5, 8, 0, 2, 19, 7, 13, 1, 9, 0, 0
74, CIVILIZATION_PALENQUE, 1, 7, 11, 6, 3, 0, 0, 0, 8, 5, 167, 20, 9, 5, 7, 1, 4, 18, 8, 13, 1, 7, 0, 0
74, CIVILIZATION_STOCKHOLM, 1, 6, 10, 6, 6, 0, 0, 0, 7, 5, 259, 9, 11, 5, 10, 1, 6, 12, 7, 15, 1, 5, 5, 0
74, CIVILIZATION_ARMAGH, 1, 4, 9, 6, 6, 0, 0, 0, 9, 7, 148, 168, 5, 5, 9, 6, 7, 12, 9, 15, 1, 3, 0, 0
74, CIVILIZATION_KANDY, 1, 4, 9, 6, 8, 0, 0, 0, 8, 5, 223, 49, 5, 4, 15, 1, 3, 11, 8, 13, 1, 3, 0, 0
74, CIVILIZATION_KUMASI, 1, 2, 9, 6, 7, 0, 0, 0, 7, 3, 382, 18, 4, 4, 7, 2, 4, 5, 7, 13, 0, 1, 0, 0
74, CIVILIZATION_GRANADA, 1, 5, 10, 6, 9, 0, 0, 0, 7, 6, 167, 43, 6, 5, 9, 3, 5, 14, 7, 13, 0, 5, 5, 0
74, CIVILIZATION_BRUSSELS, 1, 6, 9, 8, 5, 0, 0, 0, 7, 3, 318, 4, 7, 6, 15, 2, 4, 17, 7, 13, 0, 5, 8, 0
75, CIVILIZATION_ROME, 2, 8, 10, 9, 3, 0, 0, 0, 24, 8, 87, 80, 8, 9, 34, 2, 19, 25, 24, 16, 2, 7, 3, 0
75, CIVILIZATION_CHINA, 2, 10, 9, 5, 9, 0, 0, 1, 22, 4, 193, 61, 15, 5, 19, 2, 22, 30, 22, 11, 2, 9, 0, 0
75, CIVILIZATION_JAPAN, 3, 14, 11, 7, 8, 0, 0, 0, 34, 13, 272, 324, 15, 9, 27, 10, 35, 48, 34, 15, 2, 13, 3, 3
75, CIVILIZATION_AMERICA, 2, 9, 10, 7, 3, 0, 0, 0, 25, 8, 75, 73, 15, 11, 9, 2, 28, 24, 25, 17, 2, 8, 0, 0
75, CIVILIZATION_SPAIN, 3, 7, 10, 5, 6, 0, 0, 2, 28, 5, 111, 168, 7, 3, 18, 4, 25, 21, 28, 13, 1, 6, 0, 0
75, CIVILIZATION_EGYPT, 4, 14, 8, 8, 7, 0, 0, 1, 36, 4, 67, 98, 12, 7, 14, 12, 24, 37, 36, 12, 1, 13, 0, 8
75, CIVILIZATION_KONGO, 2, 5, 8, 7, 3, 0, 0, 0, 23, 4, 146, 95, 11, 7, 7, 3, 16, 16, 23, 15, 1, 4, 0, 0
75, CIVILIZATION_AZTEC, 2, 5, 9, 4, 2, 0, 0, 0, 19, 0, 112, 7, 6, 2, 11, 0, 16, 11, 19, 10, 1, 4, 0, 0
75, CIVILIZATION_JAKARTA, 1, 5, 9, 5, 11, 0, 0, 0, 8, 1, 306, 28, 5, 4, 7, 0, 5, 12, 8, 13, 0, 5, 3, 0
75, CIVILIZATION_HATTUSA, 1, 5, 10, 6, 6, 0, 0, 0, 7, 4, 386, 6, 8, 4, 6, 1, 6, 11, 7, 15, 1, 5, 0, 0
75, CIVILIZATION_ZANZIBAR, 1, 4, 11, 5, 5, 0, 0, 0, 8, 6, 124, 0, 6, 4, 14, 0, 6, 10, 8, 16, 1, 3, 5, 0
75, CIVILIZATION_JERUSALEM, 1, 6, 9, 6, 6, 0, 0, 0, 7, 1, 46, 23, 6, 5, 7, 3, 4, 13, 7, 13, 1, 6, 0, 0
75, CIVILIZATION_VALLETTA, 1, 7, 11, 6, 6, 0, 0, 0, 8, 6, 150, 38, 7, 5, 9, 2, 4, 24, 8, 13, 0, 6, 4, 0
75, CIVILIZATION_PRESLAV, 1, 8, 11, 4, 6, 0, 0, 0, 7, 5, 156, 0, 7, 3, 5, 0, 1, 22, 7, 11, 0, 8, 0, 0
75, CIVILIZATION_LISBON, 1, 5, 9, 6, 10, 0, 0, 0, 7, 4, 255, 11, 6, 5, 6, 1, 5, 13, 7, 13, 0, 5, 0, 0
75, CIVILIZATION_CARTHAGE, 1, 7, 10, 4, 4, 0, 0, 0, 7, 3, 348, 0, 6, 4, 5, 0, 2, 15, 7, 13, 0, 7, 0, 0
75, CIVILIZATION_KABUL, 1, 4, 10, 6, 10, 0, 0, 0, 7, 3, 183, 12, 5, 5, 7, 2, 4, 11, 7, 13, 0, 3, 0, 0
75, CIVILIZATION_AMSTERDAM, 1, 8, 8, 7, 6, 0, 0, 0, 7, 3, 215, 0, 8, 6, 9, 0, 2, 20, 7, 13, 1, 9, 0, 0
75, CIVILIZATION_PALENQUE, 1, 7, 11, 6, 3, 0, 0, 0, 8, 5, 171, 22, 9, 5, 7, 1, 4, 18, 8, 13, 1, 7, 0, 0
75, CIVILIZATION_STOCKHOLM, 1, 6, 10, 6, 6, 0, 0, 0, 7, 5, 264, 11, 11, 5, 10, 1, 6, 12, 7, 15, 1, 5, 5, 0
75, CIVILIZATION_ARMAGH, 1, 4, 10, 6, 6, 0, 0, 0, 9, 7, 153, 174, 5, 5, 9, 6, 7, 12, 9, 15, 1, 3, 0, 0
